,datum,srazka,zavineni,alkohol,nasledek,prilba,pohlavi
1034,2013/10/23 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,žena
1035,2013/11/06 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
1036,2014/01/20 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,těžké zranění,ano,žena
1037,2014/05/07 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
1038,2014/08/25 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,žena
1039,2015/06/01 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,těžké zranění,ano,muž
1040,2015/09/25 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
1041,2015/11/02 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
1042,2016/07/08 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,těžké zranění,ano,muž
1043,2016/08/08 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
1044,2017/03/22 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,žena
1045,2017/05/09 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
1046,2017/05/25 00:00:00+00,srážka s domácím zvířetem,"lesní zvěří, domácím zvířectvem",Nezjišťován,lehké zranění,ne,muž
1047,2017/08/01 00:00:00+00,srážka s chodcem,řidičem nemotorového vozidla,Ne,bez zraněn,ne,muž
1048,2017/10/13 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,chlapec (do 15 let)
1049,2017/11/14 00:00:00+00,havárie,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
1050,2018/03/12 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,těžké zranění,ano,muž
1051,2018/05/28 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,žena
1052,2018/05/29 00:00:00+00,jiný druh nehody,jiné zaviněn,Nezjišťován,lehké zranění,ne,žena
1053,2018/08/14 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,žena
1054,2019/05/27 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
1055,2019/06/06 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
1056,2019/06/07 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
1057,2019/06/25 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,bez zraněn,ne,muž
1058,2019/07/11 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,žena
1059,2019/07/21 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
1060,2019/07/22 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,bez zraněn,ano,muž
1061,2019/08/21 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
1062,2019/11/18 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
1063,2019/12/15 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
1064,2020/03/12 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
1065,2020/04/21 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
1066,2020/05/22 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,žena
1067,2020/06/24 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
1068,2020/07/05 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,žena
1069,2020/07/28 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,těžké zranění,ano,žena
1070,2020/07/28 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
1071,2020/09/21 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
1072,2020/10/29 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
1073,2010/07/14 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
1074,2010/07/22 00:00:00+00,jiný druh nehody,řidičem motorového vozidla,Nezjišťován,lehké zranění,ne,muž
1075,2011/05/18 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
1076,2012/06/27 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,žena
1077,2012/08/04 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,těžké zranění,ano,chlapec (do 15 let)
1078,2012/08/29 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
1079,2012/09/05 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
1080,2013/05/27 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,těžké zranění,ne,žena
1081,2013/07/03 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
1082,2013/07/31 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,žena
1083,2013/08/09 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,žena
1084,2013/08/16 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,bez zraněn,ne,muž
1085,2013/08/16 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,žena
1086,2013/08/29 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
1087,2014/05/29 00:00:00+00,srážka s chodcem,řidičem nemotorového vozidla,Ne,těžké zranění,ne,žena
1088,2014/06/18 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
1089,2014/06/26 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
1090,2014/06/27 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
1091,2014/12/10 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Nezjišťován,lehké zranění,ne,muž
1092,2015/05/27 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
1093,2015/06/16 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
1094,2015/10/14 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
1095,2016/04/05 00:00:00+00,srážka s domácím zvířetem,"lesní zvěří, domácím zvířectvem",Nezjišťován,těžké zranění,ano,žena
1096,2016/04/26 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,žena
1097,2016/06/29 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
1098,2016/09/19 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,těžké zranění,ne,muž
1099,2016/12/15 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
1100,2017/05/30 00:00:00+00,srážka s chodcem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
1101,2017/08/04 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,žena
1102,2017/08/05 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
1103,2017/08/16 00:00:00+00,havárie,technickou závadou vozidla,Nezjišťován,lehké zranění,ne,muž
1104,2017/08/23 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
1105,2017/10/09 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,bez zraněn,ano,muž
1106,2017/11/01 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Nezjišťován,bez zraněn,ano,muž
1107,2018/04/07 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
1108,2018/05/12 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
1109,2018/05/18 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
1110,2018/05/24 00:00:00+00,srážka s chodcem,chodcem,Ne,bez zraněn,ano,muž
1111,2018/09/09 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
1112,2018/10/25 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
1113,2018/11/11 00:00:00+00,srážka s pevnou překážkou,řidičem nemotorového vozidla,Ne,bez zraněn,ne,muž
1114,2019/03/18 00:00:00+00,srážka s chodcem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
1115,2019/05/09 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
1116,2019/08/07 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
1117,2019/10/08 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰",lehké zranění,ne,muž
1118,2019/11/27 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
1119,2020/05/20 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
1120,2020/06/09 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
1121,2020/07/23 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
1122,2020/09/21 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
1123,2010/07/11 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
1124,2010/08/11 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
1125,2011/09/03 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,žena
1126,2011/09/26 00:00:00+00,srážka s chodcem,řidičem nemotorového vozidla,Ne,bez zraněn,ano,muž
1127,2012/02/27 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
1128,2012/03/02 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Nezjišťován,lehké zranění,ano,žena
1129,2012/05/23 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
1130,2012/06/17 00:00:00+00,jiný druh nehody,řidičem nemotorového vozidla,Nezjišťován,bez zraněn,ne,chlapec (do 15 let)
1131,2012/07/27 00:00:00+00,"srážka s vozidlem zaparkovaným, odstaveným",řidičem nemotorového vozidla,Ne,bez zraněn,ne,muž
1132,2012/11/12 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
1133,2013/09/03 00:00:00+00,jiný druh nehody,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
1134,2013/10/01 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,těžké zranění,ne,muž
1135,2013/11/07 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
1136,2014/02/10 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
1137,2014/05/26 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Nezjišťován,lehké zranění,ne,muž
1138,2014/09/09 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Nezjišťován,lehké zranění,ne,muž
1139,2014/09/23 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,těžké zranění,ne,muž
1140,2015/03/01 00:00:00+00,havárie,řidičem nemotorového vozidla,Nezjišťován,těžké zranění,ne,muž
1141,2015/04/16 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
1142,2015/05/20 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
1143,2015/05/16 00:00:00+00,jiný druh nehody,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
1144,2015/10/05 00:00:00+00,jiný druh nehody,řidičem motorového vozidla,Nezjišťován,lehké zranění,ne,muž
1145,2016/02/14 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,těžké zranění,ano,žena
1146,2016/04/08 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
1147,2016/05/07 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Nezjišťován,lehké zranění,ne,žena
1148,2016/06/02 00:00:00+00,jiný druh nehody,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",lehké zranění,ne,žena
1149,2016/09/04 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,žena
1150,2016/10/10 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
1151,2016/12/27 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,jiným účastníkem silničního provozu,Nezjišťován,těžké zranění,ne,muž
1152,2017/03/30 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
1153,2017/04/18 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
1154,2017/05/13 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,žena
1155,2017/07/09 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
1156,2017/07/12 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
1157,2017/08/25 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
1158,2017/08/30 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
1159,2017/08/30 00:00:00+00,havárie,závadou komunikace,Nezjišťován,lehké zranění,ano,muž
1160,2017/11/06 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
1161,2018/11/06 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
1162,2018/11/17 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
1163,2019/07/04 00:00:00+00,"srážka s vozidlem zaparkovaným, odstaveným",řidičem nemotorového vozidla,Pod vlivem drog,lehké zranění,ne,muž
1164,2019/08/27 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
1165,2019/09/05 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
1166,2020/05/30 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,žena
1167,2020/06/02 00:00:00+00,srážka s chodcem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,žena
1168,2020/08/02 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi do 0,24 ‰",lehké zranění,ano,žena
1169,2020/08/12 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
